manufacturer_id,manufacturer_full_id,status
Q05000997,Q05000997-30,PENDIENTE_GRABADO
Q05000998,Q05000998-30,PENDIENTE_GRABADO
Q05000999,Q05000999-30,PENDIENTE_GRABADO
Q05001000,Q05001000-30,PENDIENTE_GRABADO
Q05001001,Q05001001-30,PENDIENTE_GRABADO
Q05001002,Q05001002-30,PENDIENTE_GRABADO
Q05001003,Q05001003-30,PENDIENTE_GRABADO
Q05001004,Q05001004-30,PENDIENTE_GRABADO
Q05001005,Q05001005-30,PENDIENTE_GRABADO
Q05001006,Q05001006-30,PENDIENTE_GRABADO
Q05001007,Q05001007-30,PENDIENTE_GRABADO
Q05001008,Q05001008-30,PENDIENTE_GRABADO
Q05001009,Q05001009-30,PENDIENTE_GRABADO
Q05001010,Q05001010-30,PENDIENTE_GRABADO
Q05001011,Q05001011-30,PENDIENTE_GRABADO
Q05001012,Q05001012-30,PENDIENTE_GRABADO
Q05001013,Q05001013-30,PENDIENTE_GRABADO
Q05001014,Q05001014-30,PENDIENTE_GRABADO
Q05001015,Q05001015-30,PENDIENTE_GRABADO
Q05001016,Q05001016-30,PENDIENTE_GRABADO
Q05001017,Q05001017-30,PENDIENTE_GRABADO
Q05001018,Q05001018-30,PENDIENTE_GRABADO
Q05001019,Q05001019-30,PENDIENTE_GRABADO
Q05001020,Q05001020-30,PENDIENTE_GRABADO
Q05001021,Q05001021-30,PENDIENTE_GRABADO
Q05001022,Q05001022-30,PENDIENTE_GRABADO
Q05001023,Q05001023-30,PENDIENTE_GRABADO
Q05001024,Q05001024-30,PENDIENTE_GRABADO
Q05001025,Q05001025-30,PENDIENTE_GRABADO
Q05001026,Q05001026-30,PENDIENTE_GRABADO
Q05001027,Q05001027-30,PENDIENTE_GRABADO
Q05001028,Q05001028-30,PENDIENTE_GRABADO
Q05001029,Q05001029-30,PENDIENTE_GRABADO
Q05001030,Q05001030-30,PENDIENTE_GRABADO
Q05001031,Q05001031-30,PENDIENTE_GRABADO
Q05001032,Q05001032-30,PENDIENTE_GRABADO
Q05001033,Q05001033-30,PENDIENTE_GRABADO
Q05001034,Q05001034-30,PENDIENTE_GRABADO
Q05001035,Q05001035-30,PENDIENTE_GRABADO
Q05001036,Q05001036-30,PENDIENTE_GRABADO
Q05001037,Q05001037-30,PENDIENTE_GRABADO
Q05001038,Q05001038-30,PENDIENTE_GRABADO
Q05001039,Q05001039-30,PENDIENTE_GRABADO
Q05001040,Q05001040-30,PENDIENTE_GRABADO
Q05001041,Q05001041-30,PENDIENTE_GRABADO
Q05001042,Q05001042-30,PENDIENTE_GRABADO
Q05001043,Q05001043-30,PENDIENTE_GRABADO
Q05001044,Q05001044-30,PENDIENTE_GRABADO
Q05001045,Q05001045-30,PENDIENTE_GRABADO
Q05001046,Q05001046-30,PENDIENTE_GRABADO
Q05001047,Q05001047-30,PENDIENTE_GRABADO
Q05001048,Q05001048-30,PENDIENTE_GRABADO
Q05001049,Q05001049-30,PENDIENTE_GRABADO
Q05001050,Q05001050-30,PENDIENTE_GRABADO
Q05001051,Q05001051-30,PENDIENTE_GRABADO
Q05001052,Q05001052-30,PENDIENTE_GRABADO
Q05001053,Q05001053-30,PENDIENTE_GRABADO
Q05001054,Q05001054-30,PENDIENTE_GRABADO
Q05001055,Q05001055-30,PENDIENTE_GRABADO
Q05001056,Q05001056-30,PENDIENTE_GRABADO
Q05001057,Q05001057-30,PENDIENTE_GRABADO
Q05001058,Q05001058-30,PENDIENTE_GRABADO
Q05001059,Q05001059-30,PENDIENTE_GRABADO
Q05001060,Q05001060-30,PENDIENTE_GRABADO
Q05001061,Q05001061-30,PENDIENTE_GRABADO
Q05001062,Q05001062-30,PENDIENTE_GRABADO
Q05001063,Q05001063-30,PENDIENTE_GRABADO
Q05001064,Q05001064-30,PENDIENTE_GRABADO
Q05001065,Q05001065-30,PENDIENTE_GRABADO
Q05001066,Q05001066-30,PENDIENTE_GRABADO
Q05001067,Q05001067-30,PENDIENTE_GRABADO
Q05001068,Q05001068-30,PENDIENTE_GRABADO
Q05001069,Q05001069-30,PENDIENTE_GRABADO
Q05001070,Q05001070-30,PENDIENTE_GRABADO
Q05001071,Q05001071-30,PENDIENTE_GRABADO
Q05001072,Q05001072-30,PENDIENTE_GRABADO
Q05001073,Q05001073-30,PENDIENTE_GRABADO
Q05001074,Q05001074-30,PENDIENTE_GRABADO
Q05001075,Q05001075-30,PENDIENTE_GRABADO
Q05001076,Q05001076-30,PENDIENTE_GRABADO
Q05001077,Q05001077-30,PENDIENTE_GRABADO
Q05001078,Q05001078-30,PENDIENTE_GRABADO
Q05001079,Q05001079-30,PENDIENTE_GRABADO
Q05001080,Q05001080-30,PENDIENTE_GRABADO
Q05001081,Q05001081-30,PENDIENTE_GRABADO
Q05001082,Q05001082-30,PENDIENTE_GRABADO
Q05001083,Q05001083-30,PENDIENTE_GRABADO
Q05001084,Q05001084-30,PENDIENTE_GRABADO
Q05001085,Q05001085-30,PENDIENTE_GRABADO
Q05001086,Q05001086-30,PENDIENTE_GRABADO
Q05001087,Q05001087-30,PENDIENTE_GRABADO
Q05001088,Q05001088-30,PENDIENTE_GRABADO
Q05001089,Q05001089-30,PENDIENTE_GRABADO
Q05001090,Q05001090-30,PENDIENTE_GRABADO
Q05001091,Q05001091-30,PENDIENTE_GRABADO
Q05001092,Q05001092-30,PENDIENTE_GRABADO
Q05001093,Q05001093-30,PENDIENTE_GRABADO
Q05001094,Q05001094-30,PENDIENTE_GRABADO
Q05001095,Q05001095-30,PENDIENTE_GRABADO
Q05001096,Q05001096-30,PENDIENTE_GRABADO
Q05001097,Q05001097-30,PENDIENTE_GRABADO
Q05001098,Q05001098-30,PENDIENTE_GRABADO
Q05001099,Q05001099-30,PENDIENTE_GRABADO
Q05001100,Q05001100-30,PENDIENTE_GRABADO
Q05001101,Q05001101-30,PENDIENTE_GRABADO
Q05001102,Q05001102-30,PENDIENTE_GRABADO
Q05001103,Q05001103-30,PENDIENTE_GRABADO
Q05001104,Q05001104-30,PENDIENTE_GRABADO
Q05001105,Q05001105-30,PENDIENTE_GRABADO
Q05001106,Q05001106-30,PENDIENTE_GRABADO
Q05001107,Q05001107-30,PENDIENTE_GRABADO
Q05001108,Q05001108-30,PENDIENTE_GRABADO
Q05001109,Q05001109-30,PENDIENTE_GRABADO
Q05001110,Q05001110-30,PENDIENTE_GRABADO
Q05001111,Q05001111-30,PENDIENTE_GRABADO
Q05001112,Q05001112-30,PENDIENTE_GRABADO
Q05001113,Q05001113-30,PENDIENTE_GRABADO
Q05001114,Q05001114-30,PENDIENTE_GRABADO
Q05001115,Q05001115-30,PENDIENTE_GRABADO
Q05001116,Q05001116-30,PENDIENTE_GRABADO
Q05001117,Q05001117-30,PENDIENTE_GRABADO
Q05001118,Q05001118-30,PENDIENTE_GRABADO
Q05001119,Q05001119-30,PENDIENTE_GRABADO
Q05001120,Q05001120-30,PENDIENTE_GRABADO
Q05001121,Q05001121-30,PENDIENTE_GRABADO
Q05001122,Q05001122-30,PENDIENTE_GRABADO
Q05001123,Q05001123-30,PENDIENTE_GRABADO
Q05001124,Q05001124-30,PENDIENTE_GRABADO
Q05001125,Q05001125-30,PENDIENTE_GRABADO
Q05001126,Q05001126-30,PENDIENTE_GRABADO
Q05001127,Q05001127-30,PENDIENTE_GRABADO
Q05001128,Q05001128-30,PENDIENTE_GRABADO
Q05001129,Q05001129-30,PENDIENTE_GRABADO
Q05001130,Q05001130-30,PENDIENTE_GRABADO
Q05001131,Q05001131-30,PENDIENTE_GRABADO
Q05001132,Q05001132-30,PENDIENTE_GRABADO
Q05001133,Q05001133-30,PENDIENTE_GRABADO
Q05001134,Q05001134-30,PENDIENTE_GRABADO
Q05001135,Q05001135-30,PENDIENTE_GRABADO
Q05001136,Q05001136-30,PENDIENTE_GRABADO
Q05001137,Q05001137-30,PENDIENTE_GRABADO
Q05001138,Q05001138-30,PENDIENTE_GRABADO
Q05001139,Q05001139-30,PENDIENTE_GRABADO
Q05001140,Q05001140-30,PENDIENTE_GRABADO
Q05001141,Q05001141-30,PENDIENTE_GRABADO
Q05001142,Q05001142-30,PENDIENTE_GRABADO
Q05001143,Q05001143-30,PENDIENTE_GRABADO
Q05001144,Q05001144-30,PENDIENTE_GRABADO
Q05001145,Q05001145-30,PENDIENTE_GRABADO
Q05001146,Q05001146-30,PENDIENTE_GRABADO
Q05001147,Q05001147-30,PENDIENTE_GRABADO
Q05001148,Q05001148-30,PENDIENTE_GRABADO
Q05001149,Q05001149-30,PENDIENTE_GRABADO
Q05001150,Q05001150-30,PENDIENTE_GRABADO
Q05001151,Q05001151-30,PENDIENTE_GRABADO
Q05001152,Q05001152-30,PENDIENTE_GRABADO
Q05001153,Q05001153-30,PENDIENTE_GRABADO
Q05001154,Q05001154-30,PENDIENTE_GRABADO
Q05001155,Q05001155-30,PENDIENTE_GRABADO
Q05001156,Q05001156-30,PENDIENTE_GRABADO
Q05001157,Q05001157-30,PENDIENTE_GRABADO
Q05001158,Q05001158-30,PENDIENTE_GRABADO
Q05001159,Q05001159-30,PENDIENTE_GRABADO
Q05001160,Q05001160-30,PENDIENTE_GRABADO
Q05001161,Q05001161-30,PENDIENTE_GRABADO
Q05001162,Q05001162-30,PENDIENTE_GRABADO
Q05001163,Q05001163-30,PENDIENTE_GRABADO
Q05001164,Q05001164-30,PENDIENTE_GRABADO
Q05001165,Q05001165-30,PENDIENTE_GRABADO
Q05001166,Q05001166-30,PENDIENTE_GRABADO
Q05001167,Q05001167-30,PENDIENTE_GRABADO
Q05001168,Q05001168-30,PENDIENTE_GRABADO
Q05001169,Q05001169-30,PENDIENTE_GRABADO
Q05001170,Q05001170-30,PENDIENTE_GRABADO
Q05001171,Q05001171-30,PENDIENTE_GRABADO
Q05001172,Q05001172-30,PENDIENTE_GRABADO
Q05001173,Q05001173-30,PENDIENTE_GRABADO
Q05001174,Q05001174-30,PENDIENTE_GRABADO
Q05001175,Q05001175-30,PENDIENTE_GRABADO
Q05001176,Q05001176-30,PENDIENTE_GRABADO
Q05001177,Q05001177-30,PENDIENTE_GRABADO
Q05001178,Q05001178-30,PENDIENTE_GRABADO
Q05001179,Q05001179-30,PENDIENTE_GRABADO
Q05001180,Q05001180-30,PENDIENTE_GRABADO
Q05001181,Q05001181-30,PENDIENTE_GRABADO
Q05001182,Q05001182-30,PENDIENTE_GRABADO
Q05001183,Q05001183-30,PENDIENTE_GRABADO
Q05001184,Q05001184-30,PENDIENTE_GRABADO
Q05001185,Q05001185-30,PENDIENTE_GRABADO
Q05001186,Q05001186-30,PENDIENTE_GRABADO
Q05001187,Q05001187-30,PENDIENTE_GRABADO
Q05001188,Q05001188-30,PENDIENTE_GRABADO
Q05001189,Q05001189-30,PENDIENTE_GRABADO
Q05001190,Q05001190-30,PENDIENTE_GRABADO
Q05001191,Q05001191-30,PENDIENTE_GRABADO
Q05001192,Q05001192-30,PENDIENTE_GRABADO
Q05001193,Q05001193-30,PENDIENTE_GRABADO
Q05001194,Q05001194-30,PENDIENTE_GRABADO
Q05001195,Q05001195-30,PENDIENTE_GRABADO
Q05001196,Q05001196-30,PENDIENTE_GRABADO
Q05001197,Q05001197-30,PENDIENTE_GRABADO
Q05001198,Q05001198-30,PENDIENTE_GRABADO
Q05001199,Q05001199-30,PENDIENTE_GRABADO
